TOKEN,PDATE,PDTIME,MCIP
20,2024-03-01,2024-03-01 08:48:00,CK5O223960333
21,2024-03-01,2024-03-01 08:48:00,CK5O223960333
524,2024-03-01,2024-03-01 08:48:00,CK5O223960352
109,2024-03-01,2024-03-01 08:48:00,CK5O223960315
275,2024-03-01,2024-03-01 08:48:00,CK5O223960352
38,2024-03-01,2024-03-01 08:48:00,CK5O223960315
599,2024-03-01,2024-03-01 08:48:00,CK5O223960297
11469,2024-03-01,2024-03-01 08:48:00,CK5O223960315
10010,2024-03-01,2024-03-01 08:48:00,CK5O223960315
593,2024-03-01,2024-03-01 08:48:00,CK5O223960333
10015,2024-03-01,2024-03-01 08:49:00,CK5O223960315
675,2024-03-01,2024-03-01 08:49:00,CK5O223960333
1,2024-03-01,2024-03-01 08:49:00,CK5O223960297
11527,2024-03-01,2024-03-01 08:49:00,CK5O223960315
292,2024-03-01,2024-03-01 08:50:00,CK5O223960315
315,2024-03-01,2024-03-01 08:50:00,CK5O223960297
11449,2024-03-01,2024-03-01 08:50:00,CK5O223960315
43,2024-03-01,2024-03-01 08:50:00,CK5O223960315
26,2024-03-01,2024-03-01 08:50:00,CK5O223960315
11525,2024-03-01,2024-03-01 08:51:00,CK5O223960315
10029,2024-03-01,2024-03-01 08:51:00,CK5O223960315
11461,2024-03-01,2024-03-01 08:51:00,CK5O223960315
11484,2024-03-01,2024-03-01 08:51:00,CK5O223960315
10018,2024-03-01,2024-03-01 08:52:00,CK5O223960315
11423,2024-03-01,2024-03-01 08:52:00,CK5O223960315
700,2024-03-01,2024-03-01 08:52:00,CK5O223960333
90,2024-03-01,2024-03-01 08:53:00,CK5O223960315
701,2024-03-01,2024-03-01 08:53:00,CK5O223960333
11247,2024-03-01,2024-03-01 08:53:00,CK5O223960315
613,2024-03-01,2024-03-01 08:53:00,CK5O223960333
680,2024-03-01,2024-03-01 08:53:00,CK5O223960333
11418,2024-03-01,2024-03-01 08:53:00,CK5O223960315
502,2024-03-01,2024-03-01 08:54:00,CK5O223960333
11476,2024-03-01,2024-03-01 08:54:00,CK5O223960315
11526,2024-03-01,2024-03-01 08:54:00,CK5O223960315
722,2024-03-01,2024-03-01 08:54:00,CK5O223960333
32,2024-03-01,2024-03-01 08:54:00,CK5O223960315
11508,2024-03-01,2024-03-01 08:54:00,CK5O223960315
11492,2024-03-01,2024-03-01 08:54:00,CK5O223960315
11424,2024-03-01,2024-03-01 08:54:00,CK5O223960315
11407,2024-03-01,2024-03-01 08:54:00,CK5O223960315
690,2024-03-01,2024-03-01 08:55:00,CK5O223960297
39,2024-03-01,2024-03-01 08:55:00,CK5O223960315
11416,2024-03-01,2024-03-01 08:55:00,CK5O223960315
11512,2024-03-01,2024-03-01 08:55:00,CK5O223960315
11419,2024-03-01,2024-03-01 08:55:00,CK5O223960315
574,2024-03-01,2024-03-01 08:56:00,CK5O223960333
10011,2024-03-01,2024-03-01 08:56:00,CK5O223960315
600,2024-03-01,2024-03-01 08:56:00,CK5O223960333
11415,2024-03-01,2024-03-01 08:56:00,CK5O223960315
11466,2024-03-01,2024-03-01 08:56:00,CK5O223960315
11417,2024-03-01,2024-03-01 08:56:00,CK5O223960315
11354,2024-03-01,2024-03-01 08:56:00,CK5O223960315
611,2024-03-01,2024-03-01 08:56:00,CK5O223960333
11474,2024-03-01,2024-03-01 08:56:00,CK5O223960315
330,2024-03-01,2024-03-01 08:57:00,CK5O223960333
49,2024-03-01,2024-03-01 08:57:00,CK5O223960315
636,2024-03-01,2024-03-01 08:57:00,CK5O223960333
11500,2024-03-01,2024-03-01 08:57:00,CK5O223960315
499,2024-03-01,2024-03-01 08:57:00,CK5O223960333
11443,2024-03-01,2024-03-01 08:57:00,CK5O223960315
608,2024-03-01,2024-03-01 08:57:00,CK5O223960333
644,2024-03-01,2024-03-01 08:57:00,CK5O223960333
58,2024-03-01,2024-03-01 08:57:00,CK5O223960333
663,2024-03-01,2024-03-01 08:57:00,CK5O223960333
523,2024-03-01,2024-03-01 08:57:00,CK5O223960297
349,2024-03-01,2024-03-01 08:57:00,CK5O223960315
696,2024-03-01,2024-03-01 08:57:00,CK5O223960297
580,2024-03-01,2024-03-01 08:57:00,CK5O223960333
472,2024-03-01,2024-03-01 08:57:00,CK5O223960297
430,2024-03-01,2024-03-01 08:57:00,CK5O223960333
561,2024-03-01,2024-03-01 08:57:00,CK5O223960352
702,2024-03-01,2024-03-01 08:58:00,CK5O223960333
304,2024-03-01,2024-03-01 08:58:00,CK5O223960297
503,2024-03-01,2024-03-01 08:58:00,CK5O223960333
11305,2024-03-01,2024-03-01 08:58:00,CK5O223960315
553,2024-03-01,2024-03-01 08:58:00,CK5O223960333
673,2024-03-01,2024-03-01 08:58:00,CK5O223960297
11425,2024-03-01,2024-03-01 08:58:00,CK5O223960315
11520,2024-03-01,2024-03-01 08:58:00,CK5O223960315
469,2024-03-01,2024-03-01 08:58:00,CK5O223960333
705,2024-03-01,2024-03-01 08:59:00,CK5O223960333
557,2024-03-01,2024-03-01 08:59:00,CK5O223960333
596,2024-03-01,2024-03-01 08:59:00,CK5O223960297
3,2024-03-01,2024-03-01 08:59:00,CK5O223960333
104,2024-03-01,2024-03-01 09:00:00,CK5O223960333
10012,2024-03-01,2024-03-01 09:00:00,CK5O223960315
118,2024-03-01,2024-03-01 09:00:00,CK5O223960333
11503,2024-03-01,2024-03-01 09:00:00,CK5O223960315
91,2024-03-01,2024-03-01 09:00:00,CK5O223960333
11522,2024-03-01,2024-03-01 09:00:00,CK5O223960315
583,2024-03-01,2024-03-01 09:00:00,CK5O223960297
11523,2024-03-01,2024-03-01 09:00:00,CK5O223960333
703,2024-03-01,2024-03-01 09:00:00,CK5O223960333
641,2024-03-01,2024-03-01 09:00:00,CK5O223960333
625,2024-03-01,2024-03-01 09:00:00,CK5O223960333
11353,2024-03-01,2024-03-01 09:00:00,CK5O223960315
653,2024-03-01,2024-03-01 09:00:00,CK5O223960333
35,2024-03-01,2024-03-01 09:00:00,CK5O223960333
108,2024-03-01,2024-03-01 09:00:00,CK5O223960315
656,2024-03-01,2024-03-01 09:00:00,CK5O223960297
694,2024-03-01,2024-03-01 09:00:00,CK5O223960297
110,2024-03-01,2024-03-01 09:00:00,CK5O223960315
687,2024-03-01,2024-03-01 09:01:00,CK5O223960333
17,2024-03-01,2024-03-01 09:01:00,CK5O223960333
459,2024-03-01,2024-03-01 09:01:00,CK5O223960333
16,2024-03-01,2024-03-01 09:01:00,CK5O223960333
11369,2024-03-01,2024-03-01 09:01:00,CK5O223960315
623,2024-03-01,2024-03-01 09:01:00,CK5O223960333
23,2024-03-01,2024-03-01 09:01:00,CK5O223960333
643,2024-03-01,2024-03-01 09:01:00,CK5O223960333
647,2024-03-01,2024-03-01 09:01:00,CK5O223960297
670,2024-03-01,2024-03-01 09:02:00,CK5O223960333
14,2024-03-01,2024-03-01 09:02:00,CK5O223960333
122,2024-03-01,2024-03-01 09:02:00,CK5O223960297
11446,2024-03-01,2024-03-01 09:02:00,CK5O223960315
685,2024-03-01,2024-03-01 09:02:00,CK5O223960333
11464,2024-03-01,2024-03-01 09:02:00,CK5O223960315
11440,2024-03-01,2024-03-01 09:02:00,CK5O223960315
711,2024-03-01,2024-03-01 09:02:00,CK5O223960333
11421,2024-03-01,2024-03-01 09:02:00,CK5O223960315
556,2024-03-01,2024-03-01 09:02:00,CK5O223960333
706,2024-03-01,2024-03-01 09:02:00,CK5O223960333
62,2024-03-01,2024-03-01 09:02:00,CK5O223960315
699,2024-03-01,2024-03-01 09:02:00,CK5O223960333
621,2024-03-01,2024-03-01 09:02:00,CK5O223960333
603,2024-03-01,2024-03-01 09:02:00,CK5O223960297
263,2024-03-01,2024-03-01 09:02:00,CK5O223960315
51,2024-03-01,2024-03-01 09:02:00,CK5O223960333
10025,2024-03-01,2024-03-01 09:02:00,CK5O223960315
316,2024-03-01,2024-03-01 09:02:00,CK5O223960297
146,2024-03-01,2024-03-01 09:03:00,CK5O223960333
441,2024-03-01,2024-03-01 09:03:00,CK5O223960297
00011,2024-03-01,2024-03-01 09:03:00,CK5O223960352
18,2024-03-01,2024-03-01 09:03:00,CK5O223960333
11504,2024-03-01,2024-03-01 09:03:00,CK5O223960315
425,2024-03-01,2024-03-01 09:03:00,CK5O223960333
130,2024-03-01,2024-03-01 09:03:00,CK5O223960333
11444,2024-03-01,2024-03-01 09:03:00,CK5O223960315
319,2024-03-01,2024-03-01 09:03:00,CK5O223960333
89,2024-03-01,2024-03-01 09:03:00,CK5O223960333
337,2024-03-01,2024-03-01 09:03:00,CK5O223960333
281,2024-03-01,2024-03-01 09:04:00,CK5O223960333
559,2024-03-01,2024-03-01 09:04:00,CK5O223960333
446,2024-03-01,2024-03-01 09:04:00,CK5O223960297
11497,2024-03-01,2024-03-01 09:04:00,CK5O223960315
631,2024-03-01,2024-03-01 09:04:00,CK5O223960333
467,2024-03-01,2024-03-01 09:04:00,CK5O223960297
648,2024-03-01,2024-03-01 09:04:00,CK5O223960333
527,2024-03-01,2024-03-01 09:04:00,CK5O223960333
5,2024-03-01,2024-03-01 09:04:00,CK5O223960333
11298,2024-03-01,2024-03-01 09:04:00,CK5O223960315
11493,2024-03-01,2024-03-01 09:04:00,CK5O223960315
143,2024-03-01,2024-03-01 09:05:00,CK5O223960333
533,2024-03-01,2024-03-01 09:05:00,CK5O223960333
11400,2024-03-01,2024-03-01 09:05:00,CK5O223960315
286,2024-03-01,2024-03-01 09:05:00,CK5O223960333
563,2024-03-01,2024-03-01 09:05:00,CK5O223960333
10009,2024-03-01,2024-03-01 09:05:00,CK5O223960315
668,2024-03-01,2024-03-01 09:05:00,CK5O223960333
422,2024-03-01,2024-03-01 09:05:00,CK5O223960297
11506,2024-03-01,2024-03-01 09:05:00,CK5O223960315
11438,2024-03-01,2024-03-01 09:05:00,CK5O223960315
285,2024-03-01,2024-03-01 09:05:00,CK5O223960297
11502,2024-03-01,2024-03-01 09:06:00,CK5O223960315
11471,2024-03-01,2024-03-01 09:06:00,CK5O223960315
11428,2024-03-01,2024-03-01 09:06:00,CK5O223960315
532,2024-03-01,2024-03-01 09:06:00,CK5O223960297
72,2024-03-01,2024-03-01 09:06:00,CK5O223960315
15,2024-03-01,2024-03-01 09:06:00,CK5O223960333
366,2024-03-01,2024-03-01 09:06:00,CK5O223960297
665,2024-03-01,2024-03-01 09:06:00,CK5O223960333
666,2024-03-01,2024-03-01 09:06:00,CK5O223960297
318,2024-03-01,2024-03-01 09:06:00,CK5O223960333
11511,2024-03-01,2024-03-01 09:06:00,CK5O223960315
610,2024-03-01,2024-03-01 09:06:00,CK5O223960333
61,2024-03-01,2024-03-01 09:06:00,CK5O223960333
59,2024-03-01,2024-03-01 09:06:00,CK5O223960333
635,2024-03-01,2024-03-01 09:07:00,CK5O223960333
11414,2024-03-01,2024-03-01 09:07:00,CK5O223960315
10005,2024-03-01,2024-03-01 09:07:00,CK5O223960315
11465,2024-03-01,2024-03-01 09:07:00,CK5O223960315
572,2024-03-01,2024-03-01 09:07:00,CK5O223960333
11468,2024-03-01,2024-03-01 09:07:00,CK5O223960315
11495,2024-03-01,2024-03-01 09:07:00,CK5O223960315
322,2024-03-01,2024-03-01 09:08:00,CK5O223960333
279,2024-03-01,2024-03-01 09:08:00,CK5O223960315
10006,2024-03-01,2024-03-01 09:08:00,CK5O223960315
11351,2024-03-01,2024-03-01 09:08:00,CK5O223960315
11325,2024-03-01,2024-03-01 09:08:00,CK5O223960315
11442,2024-03-01,2024-03-01 09:08:00,CK5O223960315
98,2024-03-01,2024-03-01 09:08:00,CK5O223960315
41,2024-03-01,2024-03-01 09:08:00,CK5O223960315
692,2024-03-01,2024-03-01 09:08:00,CK5O223960333
645,2024-03-01,2024-03-01 09:09:00,CK5O223960333
364,2024-03-01,2024-03-01 09:09:00,CK5O223960352
42,2024-03-01,2024-03-01 09:09:00,CK5O223960333
470,2024-03-01,2024-03-01 09:09:00,CK5O223960333
607,2024-03-01,2024-03-01 09:09:00,CK5O223960333
542,2024-03-01,2024-03-01 09:10:00,CK5O223960333
11434,2024-03-01,2024-03-01 09:10:00,CK5O223960315
347,2024-03-01,2024-03-01 09:10:00,CK5O223960315
11491,2024-03-01,2024-03-01 09:10:00,CK5O223960315
10017,2024-03-01,2024-03-01 09:10:00,CK5O223960315
57,2024-03-01,2024-03-01 09:10:00,CK5O223960333
11490,2024-03-01,2024-03-01 09:10:00,CK5O223960315
11496,2024-03-01,2024-03-01 09:11:00,CK5O223960315
11430,2024-03-01,2024-03-01 09:11:00,CK5O223960315
10008,2024-03-01,2024-03-01 09:11:00,CK5O223960315
301,2024-03-01,2024-03-01 09:11:00,CK5O223960333
534,2024-03-01,2024-03-01 09:11:00,CK5O223960333
11333,2024-03-01,2024-03-01 09:11:00,CK5O223960315
162,2024-03-01,2024-03-01 09:11:00,CK5O223960333
11302,2024-03-01,2024-03-01 09:11:00,CK5O223960315
40,2024-03-01,2024-03-01 09:11:00,CK5O223960333
11507,2024-03-01,2024-03-01 09:12:00,CK5O223960315
11283,2024-03-01,2024-03-01 09:12:00,CK5O223960315
11308,2024-03-01,2024-03-01 09:12:00,CK5O223960315
11328,2024-03-01,2024-03-01 09:12:00,CK5O223960315
602,2024-03-01,2024-03-01 09:12:00,CK5O223960333
190,2024-03-01,2024-03-01 09:12:00,CK5O223960333
36,2024-03-01,2024-03-01 09:12:00,CK5O223960333
293,2024-03-01,2024-03-01 09:13:00,CK5O223960333
570,2024-03-01,2024-03-01 09:13:00,CK5O223960333
11494,2024-03-01,2024-03-01 09:13:00,CK5O223960315
11486,2024-03-01,2024-03-01 09:13:00,CK5O223960315
587,2024-03-01,2024-03-01 09:13:00,CK5O223960333
11489,2024-03-01,2024-03-01 09:13:00,CK5O223960315
686,2024-03-01,2024-03-01 09:13:00,CK5O223960333
10013,2024-03-01,2024-03-01 09:13:00,CK5O223960315
11472,2024-03-01,2024-03-01 09:14:00,CK5O223960315
11280,2024-03-01,2024-03-01 09:14:00,CK5O223960333
213,2024-03-01,2024-03-01 09:14:00,CK5O223960315
11445,2024-03-01,2024-03-01 09:14:00,CK5O223960315
11499,2024-03-01,2024-03-01 09:15:00,CK5O223960315
576,2024-03-01,2024-03-01 09:15:00,CK5O223960333
11395,2024-03-01,2024-03-01 09:16:00,CK5O223960315
716,2024-03-01,2024-03-01 09:16:00,CK5O223960333
53,2024-03-01,2024-03-01 09:17:00,CK5O223960315
11225,2024-03-01,2024-03-01 09:17:00,CK5O223960315
11426,2024-03-01,2024-03-01 09:18:00,CK5O223960315
97,2024-03-01,2024-03-01 09:19:00,CK5O223960315
10014,2024-03-01,2024-03-01 09:19:00,CK5O223960315
10024,2024-03-01,2024-03-01 09:20:00,CK5O223960315
114,2024-03-01,2024-03-01 09:21:00,CK5O223960333
10007,2024-03-01,2024-03-01 09:23:00,CK5O223960315
52,2024-03-01,2024-03-01 09:23:00,CK5O223960315
10,2024-03-01,2024-03-01 09:23:00,CK5O223960315
11447,2024-03-01,2024-03-01 09:23:00,CK5O223960315
111,2024-03-01,2024-03-01 09:23:00,CK5O223960315
207,2024-03-01,2024-03-01 09:26:00,CK5O223960315
11524,2024-03-01,2024-03-01 09:32:00,CK5O223960315
81,2024-03-01,2024-03-01 09:35:00,CK5O223960315
512,2024-03-01,2024-03-01 09:35:00,CK5O223960333
102,2024-03-01,2024-03-01 09:38:00,CK5O223960315
11513,2024-03-01,2024-03-01 09:40:00,CK5O223960315
329,2024-03-01,2024-03-01 09:44:00,CK5O223960315
10001,2024-03-01,2024-03-01 09:48:00,CK5O223960315
11360,2024-03-01,2024-03-01 09:51:00,CK5O223960315
105,2024-03-01,2024-03-01 10:26:00,CK5O223960315
134,2024-03-01,2024-03-01 10:42:00,CK5O223960315
10003,2024-03-01,2024-03-01 10:43:00,CK5O223960333
11228,2024-03-01,2024-03-01 10:58:00,CK5O223960315
75,2024-03-01,2024-03-01 11:33:00,CK5O223960315
353,2024-03-01,2024-03-01 11:52:00,CK5O223960315
351,2024-03-01,2024-03-01 11:59:00,CK5O223960315
11514T,2024-03-01,2024-03-01 12:12:00,CK5O223960315
346,2024-03-01,2024-03-01 12:45:00,CK5O223960315
720,2024-03-01,2024-03-01 12:53:00,CK5O223960333
355,2024-03-01,2024-03-01 12:56:00,CK5O223960315
237,2024-03-01,2024-03-01 12:58:00,CK5O223960315
11422,2024-03-01,2024-03-01 13:01:00,CK5O223960315
311,2024-03-01,2024-03-01 13:02:00,CK5O223960315
11521,2024-03-01,2024-03-01 13:27:00,CK5O223960315
10022,2024-03-01,2024-03-01 15:41:00,CK5O223960315
216,2024-03-01,2024-03-01 15:54:00,CK5O223960315
344,2024-03-01,2024-03-01 16:30:00,CK5O223960315
308,2024-03-01,2024-03-01 16:33:00,CK5O223960315
328,2024-03-01,2024-03-01 17:00:00,CK5O223960315
11423,2024-03-01,2024-03-01 17:14:00,CK5O223960315
195,2024-03-01,2024-03-01 17:16:00,CK5O223960315
3,2024-03-01,2024-03-01 17:21:00,CK5O223960333
55,2024-03-01,2024-03-01 17:26:00,CK5O223960333
425,2024-03-01,2024-03-01 17:29:00,CK5O223960333
547,2024-03-01,2024-03-01 17:29:00,CK5O223960297
557,2024-03-01,2024-03-01 17:29:00,CK5O223960333
614,2024-03-01,2024-03-01 17:29:00,CK5O223960297
553,2024-03-01,2024-03-01 17:29:00,CK5O223960352
706,2024-03-01,2024-03-01 17:29:00,CK5O223960333
647,2024-03-01,2024-03-01 17:29:00,CK5O223960297
653,2024-03-01,2024-03-01 17:29:00,CK5O223960352
611,2024-03-01,2024-03-01 17:29:00,CK5O223960333
35,2024-03-01,2024-03-01 17:29:00,CK5O223960297
190,2024-03-01,2024-03-01 17:29:00,CK5O223960333
592,2024-03-01,2024-03-01 17:29:00,CK5O223960333
602,2024-03-01,2024-03-01 17:29:00,CK5O223960297
644,2024-03-01,2024-03-01 17:29:00,CK5O223960352
599,2024-03-01,2024-03-01 17:29:00,CK5O223960297
503,2024-03-01,2024-03-01 17:30:00,CK5O223960297
114,2024-03-01,2024-03-01 17:30:00,CK5O223960352
459,2024-03-01,2024-03-01 17:30:00,CK5O223960333
702,2024-03-01,2024-03-01 17:30:00,CK5O223960297
502,2024-03-01,2024-03-01 17:30:00,CK5O223960352
146,2024-03-01,2024-03-01 17:30:00,CK5O223960333
89,2024-03-01,2024-03-01 17:30:00,CK5O223960352
366,2024-03-01,2024-03-01 17:30:00,CK5O223960297
574,2024-03-01,2024-03-01 17:30:00,CK5O223960352
23,2024-03-01,2024-03-01 17:30:00,CK5O223960333
534,2024-03-01,2024-03-01 17:30:00,CK5O223960333
612,2024-03-01,2024-03-01 17:30:00,CK5O223960352
648,2024-03-01,2024-03-01 17:30:00,CK5O223960297
643,2024-03-01,2024-03-01 17:30:00,CK5O223960352
472,2024-03-01,2024-03-01 17:30:00,CK5O223960297
104,2024-03-01,2024-03-01 17:30:00,CK5O223960333
703,2024-03-01,2024-03-01 17:30:00,CK5O223960352
316,2024-03-01,2024-03-01 17:30:00,CK5O223960297
645,2024-03-01,2024-03-01 17:30:00,CK5O223960352
318,2024-03-01,2024-03-01 17:30:00,CK5O223960297
559,2024-03-01,2024-03-01 17:30:00,CK5O223960333
580,2024-03-01,2024-03-01 17:30:00,CK5O223960333
330,2024-03-01,2024-03-01 17:30:00,CK5O223960352
467,2024-03-01,2024-03-01 17:30:00,CK5O223960297
658,2024-03-01,2024-03-01 17:30:00,CK5O223960352
17,2024-03-01,2024-03-01 17:30:00,CK5O223960333
583,2024-03-01,2024-03-01 17:30:00,CK5O223960352
322,2024-03-01,2024-03-01 17:30:00,CK5O223960297
556,2024-03-01,2024-03-01 17:31:00,CK5O223960333
641,2024-03-01,2024-03-01 17:31:00,CK5O223960352
285,2024-03-01,2024-03-01 17:31:00,CK5O223960297
162,2024-03-01,2024-03-01 17:31:00,CK5O223960352
16,2024-03-01,2024-03-01 17:31:00,CK5O223960333
722,2024-03-01,2024-03-01 17:31:00,CK5O223960333
603,2024-03-01,2024-03-01 17:31:00,CK5O223960352
690,2024-03-01,2024-03-01 17:31:00,CK5O223960297
636,2024-03-01,2024-03-01 17:31:00,CK5O223960333
281,2024-03-01,2024-03-01 17:31:00,CK5O223960352
21,2024-03-01,2024-03-01 17:31:00,CK5O223960333
668,2024-03-01,2024-03-01 17:31:00,CK5O223960352
680,2024-03-01,2024-03-01 17:31:00,CK5O223960297
673,2024-03-01,2024-03-01 17:31:00,CK5O223960333
533,2024-03-01,2024-03-01 17:31:00,CK5O223960352
650,2024-03-01,2024-03-01 17:31:00,CK5O223960297
692,2024-03-01,2024-03-01 17:31:00,CK5O223960352
676,2024-03-01,2024-03-01 17:31:00,CK5O223960297
523,2024-03-01,2024-03-01 17:31:00,CK5O223960333
11522,2024-03-01,2024-03-01 17:31:00,CK5O223960315
470,2024-03-01,2024-03-01 17:31:00,CK5O223960297
596,2024-03-01,2024-03-01 17:31:00,CK5O223960333
675,2024-03-01,2024-03-01 17:31:00,CK5O223960352
656,2024-03-01,2024-03-01 17:31:00,CK5O223960297
587,2024-03-01,2024-03-01 17:31:00,CK5O223960352
11504,2024-03-01,2024-03-01 17:31:00,CK5O223960315
524,2024-03-01,2024-03-01 17:31:00,CK5O223960352
499,2024-03-01,2024-03-01 17:31:00,CK5O223960333
694,2024-03-01,2024-03-01 17:32:00,CK5O223960297
275,2024-03-01,2024-03-01 17:32:00,CK5O223960352
11476,2024-03-01,2024-03-01 17:32:00,CK5O223960315
600,2024-03-01,2024-03-01 17:32:00,CK5O223960352
446,2024-03-01,2024-03-01 17:32:00,CK5O223960297
11484,2024-03-01,2024-03-01 17:32:00,CK5O223960315
469,2024-03-01,2024-03-01 17:32:00,CK5O223960297
625,2024-03-01,2024-03-01 17:32:00,CK5O223960352
422,2024-03-01,2024-03-01 17:32:00,CK5O223960297
699,2024-03-01,2024-03-01 17:32:00,CK5O223960352
441,2024-03-01,2024-03-01 17:32:00,CK5O223960297
11527,2024-03-01,2024-03-01 17:32:00,CK5O223960315
319,2024-03-01,2024-03-01 17:32:00,CK5O223960333
696,2024-03-01,2024-03-01 17:32:00,CK5O223960297
576,2024-03-01,2024-03-01 17:32:00,CK5O223960352
118,2024-03-01,2024-03-01 17:32:00,CK5O223960333
527,2024-03-01,2024-03-01 17:32:00,CK5O223960297
700,2024-03-01,2024-03-01 17:32:00,CK5O223960352
364,2024-03-01,2024-03-01 17:32:00,CK5O223960333
685,2024-03-01,2024-03-01 17:32:00,CK5O223960352
563,2024-03-01,2024-03-01 17:32:00,CK5O223960333
705,2024-03-01,2024-03-01 17:32:00,CK5O223960352
20,2024-03-01,2024-03-01 17:32:00,CK5O223960333
608,2024-03-01,2024-03-01 17:32:00,CK5O223960297
687,2024-03-01,2024-03-01 17:32:00,CK5O223960352
122,2024-03-01,2024-03-01 17:32:00,CK5O223960333
572,2024-03-01,2024-03-01 17:33:00,CK5O223960352
532,2024-03-01,2024-03-01 17:33:00,CK5O223960297
11426,2024-03-01,2024-03-01 17:33:00,CK5O223960315
51,2024-03-01,2024-03-01 17:33:00,CK5O223960333
711,2024-03-01,2024-03-01 17:33:00,CK5O223960352
666,2024-03-01,2024-03-01 17:33:00,CK5O223960297
304,2024-03-01,2024-03-01 17:33:00,CK5O223960297
623,2024-03-01,2024-03-01 17:33:00,CK5O223960352
00027,2024-03-01,2024-03-01 17:33:00,CK5O223960333
635,2024-03-01,2024-03-01 17:33:00,CK5O223960352
315,2024-03-01,2024-03-01 17:33:00,CK5O223960297
11292,2024-03-01,2024-03-01 17:33:00,CK5O223960315
621,2024-03-01,2024-03-01 17:33:00,CK5O223960333
631,2024-03-01,2024-03-01 17:33:00,CK5O223960352
293,2024-03-01,2024-03-01 17:33:00,CK5O223960297
91,2024-03-01,2024-03-01 17:33:00,CK5O223960352
570,2024-03-01,2024-03-01 17:33:00,CK5O223960333
1,2024-03-01,2024-03-01 17:33:00,CK5O223960297
337,2024-03-01,2024-03-01 17:33:00,CK5O223960352
663,2024-03-01,2024-03-01 17:33:00,CK5O223960333
670,2024-03-01,2024-03-01 17:33:00,CK5O223960352
686,2024-03-01,2024-03-01 17:33:00,CK5O223960352
36,2024-03-01,2024-03-01 17:34:00,CK5O223960333
607,2024-03-01,2024-03-01 17:34:00,CK5O223960352
301,2024-03-01,2024-03-01 17:34:00,CK5O223960333
561,2024-03-01,2024-03-01 17:34:00,CK5O223960352
701,2024-03-01,2024-03-01 17:34:00,CK5O223960333
665,2024-03-01,2024-03-01 17:34:00,CK5O223960352
143,2024-03-01,2024-03-01 17:34:00,CK5O223960333
430,2024-03-01,2024-03-01 17:34:00,CK5O223960352
130,2024-03-01,2024-03-01 17:34:00,CK5O223960333
11419,2024-03-01,2024-03-01 17:34:00,CK5O223960315
593,2024-03-01,2024-03-01 17:34:00,CK5O223960333
286,2024-03-01,2024-03-01 17:34:00,CK5O223960333
11526,2024-03-01,2024-03-01 17:34:00,CK5O223960315
610,2024-03-01,2024-03-01 17:34:00,CK5O223960333
613,2024-03-01,2024-03-01 17:34:00,CK5O223960333
